,contract_id,starts_on,company_id,first_disb_date,grace_period_days,max_disposition_percentage,projection_uuid,projected_financing_days,principal_amount,take_rate,min_daily_payment,max_daily_payment,disbursement_fee,blended_contract_id,projection_method,payment_model,product_type,platforms,sat_conn,first_dd_date,sat_declaration_rate,total_sat_rate,avr_cf_l3m,avr_cf_l6m,avr_cf_l12m,avr_gross_m_l3m,avr_gross_m_l6m,avr_gross_m_l12m,avr_net_m_l3m,avr_net_m_l6m,avr_net_m_l12m,av_itmes_l3m,av_itmes_l6m,av_itmes_l12m,av_amount_l3m,av_amount_l6m,av_amount_l12m,moratory_av_itmes_l3m,moratory_av_itmes_l6m,moratory_av_itmes_l12m,moratory_av_amount_l3m,moratory_av_amount_l6m,moratory_av_amount_l12m,meli_fin_var,peg_invoicing,concentration_clients,data_sat_days,l3m_total_employees,l6m_total_employees,l12m_total_employees
309,ffaa7f15-3efd-4cf4-bfb2-e93cbaba4f1e,2021-08-16,087f9608-8f97-48ae-8ee4-a0b8a3cea8e9,2021-08-20,30,0.35,232d104d-1078-4d17-8001-74972faf4123,210,650000.0,0.35,2600.0,3400.0,0.139,0,,revenue-based-capped,working-capital,3,1,2021-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,cb78ab30-fc1e-4d82-905d-019e10d1264f,2021-08-31,045d38cc-1f3c-40ba-a949-1669abbf5f22,2021-10-01,30,0.26,6ec5e0c0-68d0-4455-89eb-959a6559cbaa,180,730000.0,0.17,2800.0,3500.0,0.125,0,,revenue-based-capped,working-capital,1,1,2021-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,aa7ba6b9-240c-419a-9c92-6f254049e657,2021-08-31,424db1e7-26fe-4dda-bfcc-7ab59fe95040,2021-09-17,30,0.3333,02a86214-cb6e-42ce-8887-8d16542bbffc,210,882000.0,0.2,3350.0,4300.0,0.13,0,,revenue-based-capped,working-capital,3,1,2021-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2118376c-f24e-4d46-bbdb-a182b1b74e3c,2021-09-06,3b1d1419-bd42-4c08-b110-90f498f0ee73,2021-09-14,30,0.3333,a7d0b43e-c2db-4501-8f3c-cf7a7f4c309e,210,4400000.0,0.15,14500.0,19000.0,0.123,0,,revenue-based-capped,working-capital,1,1,2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,d0bf5edd-55ec-446c-9b75-11d90b8cd252,2021-09-10,fffa4f13-1c84-4eff-97ec-30065f0c430b,2021-09-21,30,0.3,d269a71d-1694-488e-8d55-3aa595ca5e40,180,920000.0,0.363,3900.0,3900.0,0.12,0,,fixed-payments,working-capital,1,1,2021-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,5c02a61f-e7d7-4181-bab0-f81508e051fa,2021-09-14,c6530cf1-6942-4341-aa7a-36dfa3514de8,2021-09-15,30,1.0,aeceed09-389e-409b-bf19-918f1b3c1b92,120,14000000.0,0.0,165480.0,165480.0,0.0638,0,,fixed-payments,working-capital,2,1,2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,fd2d90a5-5811-4825-8439-61092fc035f8,2021-09-17,e9f5ee06-9029-4a49-923f-995829b39b8c,2021-09-20,30,0.5,0afa21ec-3cd0-4a0e-b277-32f6868acc6a,120,3000000.0,0.081,21640.0,21640.0,0.07,0,,fixed-payments,working-capital,3,1,2021-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,a31be1b4-5424-4eb2-b3d1-ca4c7d88cbf5,2021-10-01,97503d87-af9f-4295-8aac-185eb228a0f3,2021-10-18,30,0.5,936d0fd6-7b4e-4b48-bb7f-27a963859547,270,2000000.0,0.0,16200.0,16200.0,0.12,27f42f3d-b09c-409a-8280-6d60a3e0c0a8,,fixed-payments,working-capital,1,1,2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,99732239-8af9-47bf-9299-a9eac56ce8a7,2021-10-13,5474268b-8ade-40fa-abab-a498579fd98a,2021-10-19,60,0.5,147cb2ae-72bd-46e2-aa82-a5552a1c508a,180,25000000.0,0.048,225250.0,225250.0,0.07,0,,fixed-payments,working-capital,1,1,2021-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,93cb3e12-ae82-492d-af74-da507672e0e0,2021-10-26,31755056-f575-470a-bb82-dbaf94bf48e8,2021-10-29,60,0.5,3513e4e9-90ea-4294-a4cd-0747f59f7b5b,120,22000000.0,0.25,199283.33,199283.33,0.075,0,,fixed-payments,working-capital,1,1,2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
